sentence,label,author,tok_lem_sentence,word_count
There is none; but the noblest and greatest of harmonies may be truly said to be the greatest wisdom; and of this he is a partaker who lives according to reason; whereas he who is devoid of reason is the destroyer of his house and the very opposite of a saviour of the state: he is utterly ignorant of political wisdom.,2,Plato,"['none', 'noblest', 'greatest', 'harmony', 'may', 'truly', 'said', 'greatest', 'wisdom', 'partaker', 'life', 'according', 'reason', 'whereas', 'devoid', 'reason', 'destroyer', 'house', 'opposite', 'saviour', 'state', 'utterly', 'ignorant', 'political', 'wisdom']",60
And of individuals who consort with the mob and seek to please them?,2,Plato,"['individual', 'consort', 'mob', 'seek', 'please']",12
"Nobody can equal them in the art of providing a princely board with such a modest outlay.The Wagnerite, with his credulous stomach, is even sated with the fare which his master conjures up before him.",4,Nietzsche,"['nobody', 'equal', 'art', 'providing', 'princely', 'board', 'modest', 'outlay', 'wagnerite', 'credulous', 'stomach', 'even', 'sated', 'fare', 'master', 'conjures']",34
"Certainly, as far as society is concerned, the only interesting fact is that some one has ceased from performing certain actions; and to this end society will often raise a man out of those circumstances which make him able to perform those actions: this is obviously a wiser course than that of trying to break his destiny and his particular nature.",4,Nietzsche,"['certainly', 'far', 'society', 'concerned', 'interesting', 'fact', 'one', 'ceased', 'performing', 'certain', 'action', 'end', 'society', 'often', 'raise', 'man', 'circumstance', 'make', 'able', 'perform', 'action', 'obviously', 'wiser', 'course', 'trying', 'break', 'destiny', 'particular', 'nature']",60
"Chiron Sax p. 86, 87.",1,Hume,"['chiron', 'sa']",4
Will you allow me then to explain how I should have liked to have heard you expound the matter?,2,Plato,"['allow', 'plain', 'liked', 'heard', 'pound', 'matter']",18
"That was then, and is still, and always will be the case, as I will endeavour, if you will allow me, to make out and demonstrate as well as I am able to you who are my friends, in the course of the argument.",2,Plato,"['still', 'always', 'case', 'endeavour', 'allow', 'make', 'demonstrate', 'well', 'able', 'friend', 'course', 'argument']",43
"On the 4th of September, boon after the dispersion of the Spanish armada, died the earl of Leicester, the queens great but unworthy favorite.",1,Hume,"['th', 'september', 'boon', 'dispersion', 'spanish', 'armada', 'died', 'earl', 'leicester', 'queen', 'great', 'unworthy', 'favorite']",23
"Undoubtedly the bad conscience is an illness, but an illness like pregnancy is an illness.",4,Nietzsche,"['undoubtedly', 'bad', 'conscience', 'illness', 'illness', 'like', 'pregnancy', 'illness']",14
"The English parliament, however, neglected not so favorable an opportunity of reviving the old clamor with regard to the kings favor of Popery, and accused him of delivering over, in a manner, the whole kingdom of Ireland to that hated sect.",1,Hume,"['english', 'parliament', 'however', 'neglected', 'favorable', 'opportunity', 'reviving', 'old', 'clamor', 'regard', 'king', 'favor', 'popery', 'accused', 'delivering', 'manner', 'whole', 'kingdom', 'ireland', 'hated', 'sect']",40
"They get at the authorities in power and say what will please them; their sole bent is to sacrifice the nation, or even, if they can, the whole world, with the one end in view that their own private interest may be forwarded.",0,Kant,"['get', 'authority', 'power', 'say', 'please', 'sole', 'bent', 'sacrifice', 'nation', 'even', 'whole', 'world', 'one', 'end', 'view', 'private', 'interest', 'may', 'forwarded']",42
"If our senses, therefore, suggest any idea of distinct existences, they must convey the impressions as those very existences, by a kind of fallacy and illusion.",1,Hume,"['sens', 'therefore', 'suggest', 'idea', 'distinct', 'istences', 'must', 'convey', 'impression', 'istences', 'kind', 'fallacy', 'illusion']",25
"But the nobility of England, envying the sudden growth of the Woodevilles, were more inclined to take part with Warwicks discontent, to whose grandeur they were already accustomed, and who had reconciled them to his superiority by his gracious and popular manners.",1,Hume,"['nobility', 'england', 'envying', 'sudden', 'growth', 'woodevilles', 'inclined', 'take', 'part', 'warwick', 'discontent', 'whose', 'grandeur', 'already', 'accustomed', 'reconciled', 'superiority', 'gracious', 'popular', 'manner']",41
"that the issue cannot be the same, whether a man has behaved candidly or falsely, fairly or violently, even though up to his lifes end, as far as can be seen, he has met with no happiness for his virtues, no punishment for his vices.",0,Kant,"['issue', 'whether', 'man', 'behaved', 'candidly', 'falsely', 'fairly', 'violently', 'even', 'though', 'life', 'end', 'far', 'seen', 'met', 'happiness', 'virtue', 'punishment', 'vice']",44
"This would be too strong a proof of levity and inconstancy; since the contrary principle has been already so firmly established, as to admit of no farther doubt; at least, till we have more fully examined the present difficulty.",1,Hume,"['would', 'strong', 'proof', 'levity', 'inconstancy', 'since', 'contrary', 'principle', 'already', 'firmly', 'established', 'admit', 'farther', 'doubt', 'least', 'till', 'fully', 'amined', 'present', 'difficulty']",38
"It is autumn all around, and clear sky, and afternoon.",4,Nietzsche,"['autumn', 'around', 'clear', 'sky', 'afternoon']",9
": He then, who being ignorant of the truth aims at appearances, will only attain an art of rhetoric which is ridiculous and is not an art at all?",2,Plato,"['ignorant', 'truth', 'aim', 'appearance', 'attain', 'art', 'rhetoric', 'ridiculous', 'art']",28
But sharp differentiation also implies antagonism in some form or other--hence Nietzsches fears for modern men.,4,Nietzsche,"['sharp', 'differentiation', 'also', 'implies', 'antagonism', 'form', 'hence', 'nietzsche', 'fear', 'modern', 'men']",15
"The Saxons sought a quarrel, by complaining that their subsidies were ill paid, and their provisions withdrawn; and immediately taking off the mask, they formed an alliance with the Picts and Scots, and proceeded to open hostility against the Britons.",1,Hume,"['sa', 'ons', 'sought', 'quarrel', 'complaining', 'subsidy', 'ill', 'paid', 'provision', 'withdrawn', 'immediately', 'taking', 'mask', 'formed', 'alliance', 'picts', 'scot', 'proceeded', 'open', 'hostility', 'briton']",39
Their fisheries were totally suspended.,1,Hume,"['fishery', 'totally', 'suspended']",4
"The common Understanding of men, which, as the mere sound Understanding, we regard as the least to be expected from any one claiming the name of man, has therefore the doubtful honour of being given the name of common sense; and in such a way that by the name common we understand vulgar, that which is everywhere met with, the possession of which indicates absolutely no merit or superiority.",0,Kant,"['common', 'understanding', 'men', 'mere', 'sound', 'understanding', 'regard', 'least', 'pected', 'one', 'claiming', 'name', 'man', 'therefore', 'doubtful', 'honour', 'given', 'name', 'common', 'sense', 'way', 'name', 'common', 'understand', 'vulgar', 'everywhere', 'met', 'possession', 'indicates', 'absolutely', 'merit', 'superiority']",68
"Besides, what can prevent confusion on the bench when one judge thinks a fine should be different from what another has set it at; one proposing twenty minae, another ten, or be it more or less, another four, and another five; and it is evident, that in this manner they will differ from each other, while some will give the whole damages sued for, and others nothing; in this situation, how shall their determinations be settled?",3,Aristotle,"['besides', 'prevent', 'confusion', 'bench', 'one', 'judge', 'think', 'fine', 'different', 'another', 'set', 'one', 'proposing', 'twenty', 'mina', 'another', 'ten', 'le', 'another', 'four', 'another', 'five', 'evident', 'manner', 'differ', 'give', 'whole', 'damage', 'sued', 'others', 'nothing', 'situation', 'shall', 'determination', 'settled']",75
To which the only opposite is the ugly?,2,Plato,"['opposite', 'ugly']",7
": You are a dear golden ass if you suppose me to mean that Lysias has altogether missed the mark, and that I can make a speech from which all his arguments are to be excluded.",2,Plato,"['dear', 'golden', 'as', 'suppose', 'mean', 'lysias', 'altogether', 'missed', 'mark', 'make', 'speech', 'argument', 'cluded']",35
"But that of the Pure Intellect is separate and distinct: and let this suffice upon the subject, since great exactness is beyond our purpose, It would seem, moreover, to require supply of external goods to a small degree, or certainly less than the Moral Happiness: for, as far as necessaries of life are concerned, we will suppose both characters to need them equally, but when we come to consider their Workings there will be found a great difference.",3,Aristotle,"['pure', 'intellect', 'separate', 'distinct', 'let', 'suffice', 'upon', 'subject', 'since', 'great', 'actness', 'beyond', 'purpose', 'would', 'seem', 'moreover', 'require', 'supply', 'ternal', 'good', 'small', 'degree', 'certainly', 'le', 'moral', 'happiness', 'far', 'necessary', 'life', 'concerned', 'suppose', 'character', 'need', 'equally', 'come', 'consider', 'working', 'found', 'great', 'difference']",77
"Any twenty counties, by a vote either of their magistrates or representatives, may throw any man out of all public offices for a year.",1,Hume,"['twenty', 'county', 'vote', 'either', 'magistrate', 'representative', 'may', 'throw', 'man', 'public', 'office', 'year']",23
"The king soon returned to France, in order to conduct the war against Philip, and to recover the revolted provinces from his nephew Arthur.",1,Hume,"['king', 'soon', 'returned', 'france', 'order', 'conduct', 'war', 'philip', 'recover', 'revolted', 'province', 'nephew', 'arthur']",23
"Jane of Flanders, countess of Mountfort, the most extraordinary woman of the age, was roused, by the captivity of her husband, from those domestic cares to which she had hitherto limited her genius; and she courageously undertook to support the falling fortunes of her family No sooner did she receive the fatal intelligence, than she assembled the inhabitants of Rennes, where she then resided; and carrying her infant son in her arms, deplored to them the calamity of their sovereign.",1,Hume,"['jane', 'flanders', 'countess', 'mountfort', 'traordinary', 'woman', 'age', 'roused', 'captivity', 'husband', 'domestic', 'care', 'hitherto', 'limited', 'genius', 'courageously', 'undertook', 'support', 'falling', 'fortune', 'family', 'sooner', 'receive', 'fatal', 'intelligence', 'assembled', 'inhabitant', 'rennes', 'resided', 'carrying', 'infant', 'son', 'arm', 'deplored', 'calamity', 'sovereign']",79
"This may be true, Cratylus, but is also very likely to be untrue; and therefore I would not have you be too easily persuaded of it.",2,Plato,"['may', 'true', 'cratylus', 'also', 'likely', 'untrue', 'therefore', 'would', 'easily', 'persuaded']",25
"By this means, the king of France found it more easy to conquer those numerous provinces from England than to subdue a duke of Normandy or Guienne, a count of Anjou, Maine, or Poietou.",1,Hume,"['mean', 'king', 'france', 'found', 'easy', 'conquer', 'numerous', 'province', 'england', 'subdue', 'duke', 'normandy', 'guienne', 'count', 'anjou', 'maine', 'poietou']",33
